,ClientPeriod,MonthlySpending,TotalSpent,IsSeniorCitizen,Churn,Spending_Change_Ratio,Sex_Male,HasPartner_Yes,HasChild_Yes,HasPhoneService_Yes,HasMultiplePhoneNumbers_No phone service,HasMultiplePhoneNumbers_Yes,HasInternetService_Fiber optic,HasInternetService_No,HasOnlineSecurityService_No internet service,HasOnlineSecurityService_Yes,HasOnlineBackup_No internet service,HasOnlineBackup_Yes,HasDeviceProtection_No internet service,HasDeviceProtection_Yes,HasTechSupportAccess_No internet service,HasTechSupportAccess_Yes,HasOnlineTV_No internet service,HasOnlineTV_Yes,HasMovieSubscription_No internet service,HasMovieSubscription_Yes,HasContractPhone_One year,HasContractPhone_Two year,IsBillingPaperless_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2564,69,20.55,1403.1,0,0,0.01464614068847552,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
2565,22,54.7,1178.75,0,0,0.0464050901378579,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2566,4,90.65,367.95,0,0,0.24636499524391903,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2567,42,22.95,1014.25,0,0,0.022627557308355927,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
2568,1,20.45,20.45,0,0,1.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2569,1,69.1,69.1,1,1,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2570,20,107.05,2172.05,1,0,0.049285237448493356,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
2571,49,39.2,1838.15,0,0,0.021325789516633574,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2572,1,49.5,49.5,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2573,49,90.4,4494.65,0,0,0.020112800774253838,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
2574,32,91.05,2871.5,0,0,0.03170816646352081,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2575,1,70.4,70.4,0,1,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2576,7,79.7,586.05,0,1,0.1359952222506612,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2577,16,38.9,664.4,0,0,0.058549066827212524,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2578,29,45.9,1332.4,0,0,0.034449114380066044,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2579,5,67.95,350.3,0,1,0.193976591493006,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
2580,49,19.9,1022.6,0,0,0.01946019949149227,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
2581,10,72.85,688.65,1,1,0.10578668409206418,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2582,69,110.5,7455.45,0,0,0.014821372284704478,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2583,1,31.35,31.35,0,1,1.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2584,29,94.45,2653.65,1,1,0.03559248582141578,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2585,1,73.6,73.6,0,1,1.0,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2587,28,35.75,961.4,0,0,0.03718535469107551,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
2588,21,97.35,2119.5,0,1,0.04593064401981599,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2589,54,115.6,6431.05,1,0,0.017975291748625805,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
2590,11,53.8,651.55,0,0,0.08257232752666718,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
2591,5,25.05,125.5,0,0,0.199601593625498,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2592,8,19.7,168.9,0,0,0.11663706335109532,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
2593,1,50.5,50.5,0,1,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2594,1,20.3,20.3,0,1,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2595,3,74.95,212.4,0,0,0.3528719397363465,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2596,43,66.25,2907.35,0,0,0.022787074139680466,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2597,70,79.4,5528.9,0,0,0.014360903615547399,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
2598,26,61.55,1581.95,0,0,0.038907677233793736,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2599,22,89.05,1886.25,0,0,0.047210072895957585,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2600,72,92.3,6719.9,0,0,0.01373532344231313,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
2601,18,88.35,1639.3,0,1,0.05389495516378942,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
2602,72,115.15,8349.7,0,0,0.013790914643639891,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
2603,11,79.5,868.5,0,1,0.09153713298791019,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2604,1,94.6,94.6,0,1,1.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2605,23,94.75,2293.6,1,1,0.041310603418207185,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2606,1,79.55,79.55,0,1,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2607,72,85.1,6155.4,0,0,0.013825259122071677,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
2608,29,84.45,2467.1,0,1,0.034230473025009124,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2609,25,69.5,1752.65,1,0,0.03965423786837075,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
2610,70,64.55,4504.9,0,0,0.01432884192767875,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
2611,55,98.8,5617.75,1,1,0.01758711227804726,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2612,41,78.45,3126.45,0,0,0.025092357146284126,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2613,27,20.6,581.85,0,0,0.03540431382658761,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2614,4,46.0,193.6,0,1,0.23760330578512398,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2615,4,90.4,356.65,0,0,0.2534697883078649,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
2616,2,24.85,62.0,0,0,0.40080645161290324,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2617,3,90.7,237.65,0,0,0.38165369240479696,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2618,1,69.1,69.1,0,1,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2619,62,71.4,4487.3,0,0,0.015911572660619974,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
2620,23,98.7,2249.1,0,0,0.043884220354808594,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
2621,65,19.55,1218.65,0,0,0.016042341935748574,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
2622,72,94.25,6849.75,0,0,0.013759626263732254,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
2623,51,79.6,3974.7,1,0,0.020026668679397185,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2624,66,58.2,3810.8,0,0,0.015272383751443266,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
2625,7,75.15,496.9,0,1,0.1512376735761723,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2626,1,19.45,19.45,0,0,1.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
2627,24,57.6,1367.75,0,0,0.04211295923962713,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
2628,37,88.8,3340.55,0,0,0.026582448997919502,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2629,17,82.65,1470.05,1,0,0.05622257746335159,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
2630,43,100.55,4304.0,1,0,0.023361988847583642,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
2631,72,79.5,5661.7,0,0,0.01404171891834608,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
2632,46,105.2,4822.85,0,1,0.021812828514260238,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False
2633,4,90.05,368.1,0,1,0.2446346101602825,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2634,72,109.9,7624.2,0,0,0.014414627108417934,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
2635,2,70.3,144.0,0,0,0.48819444444444443,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2636,60,39.6,2424.5,0,0,0.016333264590637244,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2637,72,69.65,4908.25,0,0,0.014190393724851017,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
2638,67,111.3,7567.2,0,0,0.014708214398985094,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2639,24,52.5,1208.15,0,0,0.04345486901460911,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
2640,26,45.45,1233.15,0,0,0.03685683006933463,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2641,4,20.7,83.75,0,0,0.2471641791044776,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
2642,50,105.05,5163.3,1,0,0.020345515464915847,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
2643,63,25.25,1559.3,0,0,0.016193163599050858,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2644,33,20.6,690.25,0,0,0.02984425932633104,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
2645,5,20.15,117.95,0,0,0.1708350996184824,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2646,3,20.0,63.6,0,0,0.31446540880503143,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2647,26,98.1,2510.7,1,0,0.03907276855060342,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2648,9,39.55,373.0,0,0,0.10603217158176943,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2649,22,26.25,605.9,0,0,0.04332398085492656,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2650,1,20.35,20.35,0,0,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2651,20,96.8,1826.7,0,0,0.05299173372748672,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
2652,27,101.9,2681.15,0,0,0.0380060794808198,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False
2653,40,102.65,4108.15,0,0,0.024986916251840855,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
2654,40,110.1,4469.1,0,0,0.02463583271799691,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False
2655,16,81.0,1312.15,0,1,0.061730747246884876,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2656,62,92.05,5755.8,0,0,0.015992564022377427,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False
2657,4,79.9,324.3,0,1,0.2463768115942029,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2658,71,80.1,5585.4,0,0,0.014340960360941025,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
2659,72,54.2,3937.45,0,1,0.013765254161957613,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
2660,10,40.25,411.45,0,0,0.09782476607121157,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2661,33,54.65,1665.2,0,0,0.03281888061494115,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2662,15,50.75,688.2,0,0,0.07374309793664632,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
2663,3,83.9,267.4,1,1,0.31376215407629027,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
2664,2,80.55,188.1,0,0,0.42822966507177035,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2665,72,64.8,4732.35,1,0,0.01369298551459634,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2666,63,40.6,2588.95,0,0,0.0156820332567257,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2667,50,75.7,3876.2,0,0,0.019529436045611682,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False
2668,3,19.8,58.15,0,1,0.3404987102321582,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2669,24,79.85,2001.0,0,0,0.03990504747626187,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
2670,4,70.15,268.35,0,1,0.26141233463760016,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2671,50,84.4,4116.15,0,1,0.02050459774303658,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2672,49,59.6,2970.3,0,0,0.020065313268020066,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2673,14,19.95,268.4,0,0,0.07432935916542474,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2674,34,103.8,3470.8,0,0,0.029906649763743225,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
2675,66,110.6,7210.85,1,0,0.015337997600837625,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False
2676,43,49.05,2076.2,0,1,0.023624891628937484,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2677,55,59.45,3157.0,0,0,0.01883116883116883,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
2678,72,84.2,5986.55,0,0,0.014064862065797497,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2679,63,19.15,1177.05,0,0,0.016269487277515822,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
2680,22,100.05,2090.25,0,0,0.047865087908144956,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True
2681,16,75.4,1189.4,0,0,0.06339330755002523,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2682,21,86.55,1857.25,1,0,0.046601157625521604,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2683,3,64.6,174.2,0,0,0.37083811710677383,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2684,71,61.4,4310.35,0,0,0.01424478290626051,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
2685,70,90.05,6333.4,1,0,0.014218271386616983,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
2686,10,24.8,223.9,0,0,0.11076373380973649,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
2687,67,72.35,4991.5,0,0,0.01449464088951217,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False
2688,2,71.3,157.75,0,0,0.45198098256735336,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2689,30,55.65,1653.85,0,0,0.03364875895637452,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
2690,3,19.9,45.75,0,0,0.4349726775956284,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
2691,12,45.9,505.95,0,0,0.0907204269196561,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2692,32,79.5,2665.0,1,0,0.029831144465290806,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2693,1,45.25,45.25,1,0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2694,28,81.05,2227.1,0,1,0.03639261820304432,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2695,9,83.85,790.15,1,1,0.10611909131177624,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2696,29,19.4,554.25,0,0,0.03500225529995489,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2697,14,46.35,672.7,1,0,0.06890144195034933,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2698,8,44.45,369.3,0,0,0.12036284863254806,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2699,38,99.25,3777.15,0,1,0.026276425347153277,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2700,71,81.85,5924.4,0,0,0.013815745054351495,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
2701,22,69.7,1490.4,0,0,0.04676596886741814,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2702,4,97.95,384.5,0,1,0.25474642392717817,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2703,56,100.65,5688.05,1,1,0.017694992132628932,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2704,35,100.5,3653.35,1,1,0.0275089985903349,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
2705,48,78.9,3771.5,0,0,0.02092005833222856,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
2706,62,104.3,6613.65,0,0,0.01577041421907721,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
2707,69,84.7,5878.9,0,0,0.014407457177363114,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
2708,4,46.0,181.6,1,1,0.2533039647577093,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2709,1,89.9,89.9,0,1,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
2710,26,19.8,457.3,0,0,0.04329761644434726,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
2711,9,44.2,403.35,0,1,0.10958224866741044,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2712,45,109.75,4900.65,0,0,0.022394988419903485,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
2713,1,74.35,74.35,0,1,1.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2714,72,25.4,1797.1,0,0,0.014133882366034167,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2715,1,75.3,75.3,0,1,1.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2716,45,102.15,4735.35,1,0,0.02157179511546137,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False
2717,1,85.45,85.45,0,1,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
2718,26,95.85,2475.35,0,0,0.03872179691760761,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False
2719,45,85.7,3778.1,1,0,0.022683359360525134,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2720,3,18.8,56.0,0,0,0.33571428571428574,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2721,56,104.75,5510.65,1,1,0.019008646892834786,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
2722,71,91.05,6293.75,0,0,0.014466732869910626,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
2723,24,24.1,587.4,0,0,0.04102826012938373,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
2724,71,84.4,5969.3,0,0,0.014139011274353777,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
2725,71,76.9,5522.7,0,0,0.013924348597606245,True,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
2726,1,19.9,19.9,0,0,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2727,67,90.6,6056.15,0,1,0.014959999339514378,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False
2728,13,99.0,1301.7,0,1,0.07605439041253745,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
2729,15,20.0,288.05,0,1,0.06943239021003297,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
2730,47,96.1,4391.45,0,0,0.021883432579216433,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False
2731,46,38.25,1755.35,0,0,0.021790526105904807,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
2732,24,78.85,1772.25,1,1,0.0444914656510086,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2733,1,75.7,75.7,0,1,1.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2734,72,115.55,8425.3,0,0,0.013714645175839436,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
2735,26,20.3,511.25,0,0,0.03970660146699267,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
2736,59,113.75,6561.25,0,0,0.017336635549628502,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
2737,1,60.15,60.15,0,1,1.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2738,29,75.55,2054.4,0,0,0.036774727414330216,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
